Bike_ID,Maintenance_Date,Issue_Reported,Downtime_Hours
802,2022-04-03,Brake Issue,39
973,2022-10-24,Chain Issue,8
538,2022-02-04,Flat Tire,37
761,2022-07-05,Battery Issue,22
42,2022-02-18,Flat Tire,6
444,2022-03-20,Flat Tire,46
164,2022-10-02,Chain Issue,38
760,2022-12-22,Battery Issue,32
409,2022-01-31,Brake Issue,9
393,2022-12-19,Chain Issue,23
402,2022-03-02,Chain Issue,43
316,2022-02-08,Flat Tire,35
185,2022-04-23,Chain Issue,39
234,2022-01-13,Chain Issue,20
58,2022-07-16,Flat Tire,9
48,2022-07-17,Brake Issue,17
177,2022-11-28,Battery Issue,38
861,2022-04-14,Flat Tire,12
136,2022-02-25,Flat Tire,37
153,2022-01-17,Chain Issue,16
219,2022-09-11,Brake Issue,8
950,2022-05-06,Battery Issue,36
514,2022-03-02,Flat Tire,13
819,2022-07-16,Battery Issue,34
807,2022-12-30,Battery Issue,2
854,2022-10-15,Brake Issue,15
65,2022-06-24,Flat Tire,41
441,2022-12-13,Brake Issue,37
545,2022-08-08,Chain Issue,40
737,2022-11-11,Battery Issue,19
636,2022-04-28,Chain Issue,46
417,2022-12-28,Flat Tire,43
52,2022-06-10,Flat Tire,33
499,2022-07-18,Flat Tire,31
960,2022-07-14,Chain Issue,1
383,2022-07-20,Flat Tire,41
975,2022-12-22,Flat Tire,4
477,2022-07-10,Flat Tire,5
383,2022-11-13,Flat Tire,15
476,2022-02-17,Battery Issue,9
349,2022-07-03,Chain Issue,5
271,2022-10-19,Brake Issue,27
62,2022-02-16,Flat Tire,41
908,2022-03-07,Flat Tire,35
242,2022-08-10,Flat Tire,32
896,2022-03-04,Brake Issue,44
841,2022-12-12,Flat Tire,15
348,2022-01-07,Brake Issue,27
157,2022-11-19,Chain Issue,18
708,2022-01-21,Brake Issue,8
668,2022-11-28,Brake Issue,47
209,2022-12-15,Flat Tire,11
701,2022-11-07,Brake Issue,32
140,2022-12-24,Flat Tire,32
291,2022-02-20,Brake Issue,30
32,2022-06-01,Flat Tire,41
279,2022-08-03,Flat Tire,26
792,2022-03-31,Brake Issue,30
566,2022-01-28,Brake Issue,20
921,2022-05-18,Brake Issue,4
622,2022-03-21,Battery Issue,13
701,2022-05-16,Brake Issue,25
331,2022-04-30,Chain Issue,30
441,2022-11-29,Brake Issue,2
873,2022-11-14,Battery Issue,14
331,2022-03-04,Brake Issue,14
757,2022-12-05,Chain Issue,46
602,2022-09-12,Chain Issue,46
830,2022-07-13,Chain Issue,22
613,2022-06-04,Flat Tire,20
648,2022-01-17,Chain Issue,12
833,2022-10-10,Brake Issue,6
21,2022-02-08,Flat Tire,44
815,2022-10-15,Battery Issue,15
84,2022-09-25,Battery Issue,35
189,2022-03-24,Flat Tire,22
424,2022-06-03,Flat Tire,17
282,2022-05-20,Brake Issue,31
631,2022-02-15,Brake Issue,29
515,2022-11-28,Battery Issue,7
769,2022-09-07,Brake Issue,38
996,2022-11-01,Battery Issue,47
888,2022-03-22,Battery Issue,5
509,2022-09-27,Flat Tire,4
143,2022-12-11,Chain Issue,45
992,2022-06-27,Flat Tire,8
788,2022-12-13,Battery Issue,22
391,2022-07-18,Chain Issue,35
508,2022-11-30,Battery Issue,34
716,2022-02-01,Battery Issue,21
372,2022-07-29,Chain Issue,14
251,2022-05-16,Chain Issue,38
408,2022-08-06,Flat Tire,22
974,2022-11-25,Battery Issue,41
266,2022-11-17,Brake Issue,8
538,2022-07-13,Flat Tire,3
761,2022-12-17,Chain Issue,3
155,2022-01-18,Chain Issue,4
216,2022-04-30,Brake Issue,20
616,2022-06-20,Chain Issue,14
581,2022-04-14,Battery Issue,8
157,2022-05-16,Chain Issue,4
861,2022-03-29,Chain Issue,27
182,2022-07-19,Brake Issue,32
529,2022-01-19,Flat Tire,20
605,2022-09-05,Flat Tire,36
212,2022-09-14,Brake Issue,28
354,2022-01-27,Chain Issue,12
801,2022-04-16,Chain Issue,26
729,2022-06-16,Flat Tire,14
224,2022-01-03,Chain Issue,26
487,2022-02-27,Brake Issue,10
311,2022-03-15,Chain Issue,23
853,2022-04-05,Brake Issue,21
111,2022-10-05,Chain Issue,18
330,2022-11-03,Chain Issue,37
970,2022-06-14,Flat Tire,6
888,2022-11-23,Flat Tire,35
837,2022-03-26,Brake Issue,11
276,2022-12-14,Battery Issue,39
248,2022-11-15,Chain Issue,43
441,2022-02-02,Flat Tire,43
318,2022-07-23,Chain Issue,8
44,2022-02-19,Brake Issue,26
163,2022-04-16,Chain Issue,47
361,2022-12-19,Flat Tire,46
95,2022-06-02,Brake Issue,33
486,2022-05-18,Chain Issue,38
552,2022-11-24,Flat Tire,44
883,2022-09-25,Chain Issue,39
433,2022-03-31,Flat Tire,34
2,2022-02-01,Brake Issue,35
418,2022-07-14,Brake Issue,12
382,2022-05-01,Brake Issue,40
389,2022-07-06,Brake Issue,45
827,2022-11-23,Brake Issue,33
871,2022-04-13,Battery Issue,22
981,2022-06-02,Flat Tire,35
895,2022-05-17,Battery Issue,36
105,2022-11-26,Flat Tire,39
790,2022-08-31,Battery Issue,29
811,2022-09-23,Flat Tire,22
8,2022-05-05,Chain Issue,32
892,2022-12-28,Brake Issue,36
37,2022-05-09,Brake Issue,31
962,2022-12-24,Brake Issue,19
196,2022-01-04,Chain Issue,47
729,2022-03-10,Chain Issue,19
320,2022-10-24,Chain Issue,16
425,2022-05-27,Battery Issue,16
570,2022-08-26,Chain Issue,26
582,2022-01-29,Brake Issue,19
635,2022-03-30,Flat Tire,25
825,2022-07-23,Brake Issue,29
169,2022-05-19,Flat Tire,30
893,2022-09-29,Chain Issue,13
960,2022-03-11,Chain Issue,30
995,2022-04-13,Brake Issue,7
518,2022-04-06,Chain Issue,30
47,2022-12-25,Battery Issue,13
846,2022-12-01,Chain Issue,38
904,2022-08-31,Battery Issue,11
710,2022-09-06,Flat Tire,40
545,2022-04-08,Battery Issue,35
282,2022-02-10,Flat Tire,14
238,2022-05-23,Brake Issue,10
15,2022-07-25,Battery Issue,20
708,2022-04-18,Chain Issue,17
816,2022-01-24,Brake Issue,45
61,2022-03-28,Chain Issue,4
178,2022-11-17,Brake Issue,34
970,2022-09-01,Brake Issue,11
199,2022-07-26,Flat Tire,1
273,2022-06-15,Flat Tire,21
876,2022-07-26,Battery Issue,24
997,2022-07-31,Battery Issue,10
682,2022-09-21,Battery Issue,30
39,2022-03-23,Chain Issue,10
713,2022-01-21,Flat Tire,21
66,2022-03-15,Battery Issue,33
394,2022-11-11,Chain Issue,10
63,2022-06-02,Battery Issue,3
108,2022-09-26,Battery Issue,4
559,2022-02-23,Chain Issue,29
649,2022-09-26,Battery Issue,31
852,2022-02-27,Flat Tire,26
47,2022-02-21,Chain Issue,32
930,2022-11-20,Brake Issue,21
107,2022-11-07,Battery Issue,21
943,2022-07-04,Chain Issue,6
28,2022-01-28,Battery Issue,23
982,2022-11-27,Flat Tire,2
326,2022-12-28,Chain Issue,4
969,2022-07-11,Battery Issue,4
891,2022-02-02,Brake Issue,27
950,2022-05-30,Flat Tire,13
925,2022-04-21,Flat Tire,43
488,2022-07-19,Battery Issue,36
807,2022-04-06,Battery Issue,17
273,2022-09-12,Brake Issue,36
865,2022-12-05,Chain Issue,6
845,2022-05-09,Flat Tire,10
95,2022-10-24,Battery Issue,6
506,2022-02-09,Brake Issue,47
257,2022-11-21,Flat Tire,10
706,2022-12-30,Brake Issue,18
118,2022-08-05,Chain Issue,22
649,2022-05-23,Chain Issue,18
259,2022-09-20,Flat Tire,2
644,2022-05-14,Flat Tire,26
932,2022-08-02,Flat Tire,44
460,2022-10-01,Battery Issue,12
687,2022-07-04,Battery Issue,30
648,2022-02-16,Brake Issue,12
403,2022-01-19,Battery Issue,33
178,2022-02-02,Chain Issue,28
216,2022-07-28,Flat Tire,30
562,2022-09-18,Flat Tire,42
301,2022-07-16,Battery Issue,29
601,2022-08-22,Brake Issue,16
963,2022-04-29,Battery Issue,20
615,2022-03-01,Chain Issue,6
608,2022-06-09,Brake Issue,12
886,2022-05-01,Chain Issue,31
846,2022-11-06,Flat Tire,22
831,2022-07-25,Flat Tire,8
804,2022-01-09,Chain Issue,26
483,2022-01-05,Brake Issue,11
32,2022-06-22,Chain Issue,29
766,2022-06-18,Battery Issue,32
805,2022-07-05,Chain Issue,3
702,2022-04-23,Flat Tire,28
906,2022-12-10,Chain Issue,30
271,2022-10-17,Chain Issue,16
705,2022-07-12,Battery Issue,45
415,2022-11-29,Chain Issue,22
804,2022-03-25,Battery Issue,22
354,2022-05-24,Flat Tire,3
674,2022-01-24,Chain Issue,20
303,2022-08-20,Brake Issue,30
605,2022-06-01,Brake Issue,9
249,2022-11-14,Battery Issue,27
408,2022-02-20,Flat Tire,16
708,2022-06-27,Brake Issue,39
696,2022-09-26,Battery Issue,28
515,2022-11-26,Chain Issue,45
844,2022-04-23,Flat Tire,45
507,2022-11-21,Brake Issue,40
330,2022-08-14,Chain Issue,15
151,2022-08-12,Brake Issue,42
911,2022-05-17,Battery Issue,35
128,2022-04-10,Battery Issue,34
808,2022-09-17,Brake Issue,46
130,2022-04-27,Flat Tire,34
192,2022-08-10,Flat Tire,44
658,2022-08-28,Battery Issue,23
453,2022-05-14,Flat Tire,47
458,2022-01-07,Battery Issue,31
707,2022-05-18,Battery Issue,30
431,2022-01-16,Flat Tire,33
853,2022-03-10,Flat Tire,27
135,2022-05-10,Chain Issue,39
892,2022-09-03,Flat Tire,47
980,2022-06-03,Flat Tire,39
736,2022-12-12,Brake Issue,11
980,2022-05-15,Brake Issue,35
977,2022-09-24,Battery Issue,29
703,2022-02-18,Chain Issue,32
720,2022-03-28,Brake Issue,38
187,2022-05-23,Chain Issue,33
293,2022-12-16,Battery Issue,37
390,2022-07-13,Battery Issue,27
760,2022-05-03,Battery Issue,25
751,2022-04-21,Flat Tire,18
289,2022-03-19,Chain Issue,3
976,2022-12-18,Chain Issue,34
922,2022-05-24,Flat Tire,26
89,2022-02-15,Flat Tire,23
287,2022-07-31,Battery Issue,35
230,2022-11-08,Chain Issue,20
464,2022-07-03,Flat Tire,21
573,2022-12-10,Brake Issue,9
509,2022-07-14,Chain Issue,44
280,2022-03-17,Battery Issue,35
185,2022-09-07,Battery Issue,1
686,2022-02-09,Brake Issue,21
341,2022-12-03,Battery Issue,8
578,2022-01-09,Flat Tire,9
919,2022-05-24,Battery Issue,23
57,2022-02-04,Flat Tire,35
911,2022-08-18,Flat Tire,33
119,2022-09-03,Brake Issue,15
487,2022-04-26,Battery Issue,42
41,2022-03-23,Chain Issue,19
370,2022-12-07,Brake Issue,44
519,2022-12-03,Flat Tire,13
46,2022-12-22,Brake Issue,29
446,2022-05-30,Battery Issue,29
130,2022-02-12,Brake Issue,24
655,2022-12-18,Flat Tire,13
89,2022-08-27,Chain Issue,36
651,2022-04-10,Brake Issue,42
744,2022-01-19,Brake Issue,30
927,2022-02-05,Chain Issue,47
16,2022-12-13,Flat Tire,28
893,2022-01-02,Flat Tire,31
963,2022-02-03,Brake Issue,30
68,2022-03-20,Flat Tire,22
755,2022-06-03,Brake Issue,20
117,2022-05-03,Battery Issue,41
985,2022-08-23,Brake Issue,38
870,2022-04-10,Flat Tire,23
600,2022-05-25,Brake Issue,20
352,2022-11-27,Chain Issue,1
434,2022-08-02,Battery Issue,44
37,2022-10-03,Battery Issue,7
601,2022-11-28,Flat Tire,39
188,2022-06-16,Battery Issue,11
775,2022-06-17,Brake Issue,3
717,2022-08-02,Flat Tire,9
571,2022-10-24,Brake Issue,13
90,2022-03-24,Flat Tire,14
846,2022-02-14,Battery Issue,26
856,2022-01-23,Flat Tire,47
337,2022-11-15,Battery Issue,6
219,2022-12-24,Battery Issue,46
998,2022-08-14,Battery Issue,5
605,2022-05-29,Flat Tire,12
378,2022-03-25,Chain Issue,1
429,2022-09-22,Battery Issue,47
250,2022-01-24,Battery Issue,44
9,2022-11-10,Chain Issue,18
278,2022-04-13,Brake Issue,21
668,2022-03-07,Brake Issue,18
456,2022-05-09,Chain Issue,5
107,2022-11-19,Brake Issue,18
767,2022-02-28,Brake Issue,17
442,2022-08-18,Chain Issue,14
114,2022-04-17,Battery Issue,29
409,2022-06-27,Battery Issue,24
294,2022-09-07,Flat Tire,1
685,2022-08-27,Chain Issue,18
533,2022-11-10,Chain Issue,32
850,2022-06-14,Flat Tire,19
837,2022-07-06,Chain Issue,3
767,2022-06-17,Battery Issue,43
536,2023-01-01,Chain Issue,16
816,2022-06-30,Brake Issue,16
379,2022-05-13,Battery Issue,23
602,2022-01-15,Flat Tire,37
652,2022-06-11,Battery Issue,25
481,2022-12-13,Battery Issue,16
484,2022-10-10,Battery Issue,19
444,2022-07-08,Brake Issue,37
367,2022-10-06,Flat Tire,24
903,2022-02-16,Chain Issue,36
607,2022-05-15,Flat Tire,40
744,2022-12-26,Battery Issue,37
163,2022-03-17,Battery Issue,6
439,2022-07-07,Chain Issue,19
588,2022-11-11,Brake Issue,6
347,2022-05-14,Battery Issue,31
690,2022-03-04,Battery Issue,37
563,2022-01-31,Chain Issue,7
770,2022-07-09,Brake Issue,1
858,2022-07-19,Battery Issue,4
841,2022-11-13,Flat Tire,31
668,2022-09-12,Chain Issue,41
402,2022-10-02,Chain Issue,36
932,2022-10-13,Chain Issue,46
373,2022-08-12,Brake Issue,40
40,2022-09-18,Flat Tire,41
493,2022-06-12,Chain Issue,9
676,2022-01-17,Flat Tire,42
603,2022-05-16,Flat Tire,38
544,2022-02-12,Brake Issue,1
465,2022-02-18,Chain Issue,8
511,2022-04-25,Flat Tire,23
953,2022-11-20,Flat Tire,16
846,2022-09-21,Battery Issue,30
699,2022-10-27,Battery Issue,26
312,2022-07-24,Battery Issue,29
338,2022-04-21,Flat Tire,28
223,2022-07-27,Brake Issue,34
165,2022-01-14,Brake Issue,9
802,2022-09-21,Battery Issue,40
500,2022-01-23,Chain Issue,46
590,2022-07-03,Battery Issue,2
933,2022-10-24,Battery Issue,10
767,2022-08-24,Flat Tire,39
10,2022-01-31,Flat Tire,17
160,2022-06-28,Brake Issue,10
769,2022-07-15,Flat Tire,16
210,2022-03-04,Brake Issue,29
468,2022-07-21,Battery Issue,12
185,2022-07-14,Brake Issue,25
675,2022-05-17,Flat Tire,18
156,2022-12-02,Battery Issue,27
324,2022-06-25,Battery Issue,19
910,2022-05-13,Chain Issue,16
894,2022-06-19,Flat Tire,9
915,2022-07-12,Battery Issue,34
562,2022-08-23,Brake Issue,1
357,2022-05-31,Brake Issue,11
882,2022-06-02,Chain Issue,13
784,2022-08-23,Flat Tire,22
748,2022-08-21,Chain Issue,26
826,2022-06-10,Chain Issue,39
64,2022-07-08,Brake Issue,4
326,2022-06-15,Flat Tire,45
673,2022-02-26,Flat Tire,39
870,2022-04-29,Flat Tire,5
444,2022-06-01,Brake Issue,41
344,2022-12-24,Flat Tire,23
860,2022-06-24,Flat Tire,18
250,2022-03-26,Chain Issue,28
997,2022-04-20,Brake Issue,18
505,2022-10-10,Flat Tire,40
872,2022-08-18,Chain Issue,30
130,2022-05-28,Chain Issue,34
854,2022-04-13,Chain Issue,24
669,2022-07-04,Chain Issue,16
573,2022-03-01,Battery Issue,20
209,2022-08-16,Brake Issue,43
35,2022-09-02,Flat Tire,26
968,2022-10-03,Flat Tire,29
209,2022-01-14,Flat Tire,33
312,2022-11-07,Battery Issue,47
62,2022-04-05,Brake Issue,23
693,2022-06-22,Brake Issue,37
936,2022-02-19,Brake Issue,42
63,2022-06-14,Chain Issue,18
685,2022-09-18,Chain Issue,14
677,2022-07-20,Battery Issue,40
477,2022-08-29,Flat Tire,33
729,2022-03-11,Chain Issue,38
760,2022-11-05,Brake Issue,19
977,2022-04-03,Brake Issue,41
650,2022-12-18,Chain Issue,40
842,2022-06-24,Brake Issue,13
1000,2022-12-05,Flat Tire,29
820,2022-03-12,Flat Tire,16
205,2022-10-17,Battery Issue,24
728,2022-08-05,Chain Issue,8
703,2022-07-24,Brake Issue,1
654,2022-09-05,Brake Issue,41
337,2022-05-31,Flat Tire,9
140,2022-12-14,Flat Tire,23
853,2022-02-10,Brake Issue,24
217,2022-05-06,Chain Issue,18
347,2022-12-19,Flat Tire,7
640,2022-08-11,Chain Issue,9
91,2022-09-08,Brake Issue,13
838,2022-11-18,Brake Issue,5
919,2022-10-14,Flat Tire,15
727,2022-09-05,Brake Issue,34
881,2022-04-08,Chain Issue,7
212,2022-02-11,Chain Issue,26
763,2022-01-24,Flat Tire,6
31,2022-06-01,Battery Issue,8
111,2022-03-24,Flat Tire,4
57,2022-09-15,Flat Tire,28
279,2022-11-19,Brake Issue,38
388,2022-03-08,Chain Issue,19
452,2022-04-18,Brake Issue,43
895,2022-08-03,Flat Tire,11
668,2022-11-03,Chain Issue,1
735,2022-05-07,Brake Issue,29
384,2022-04-21,Battery Issue,4
331,2022-12-22,Chain Issue,13
609,2022-12-07,Chain Issue,29
181,2022-06-11,Brake Issue,5
477,2022-02-03,Brake Issue,28
642,2022-10-15,Chain Issue,5
413,2022-05-17,Brake Issue,15
794,2022-05-16,Chain Issue,10
161,2022-01-12,Brake Issue,7
234,2022-10-18,Brake Issue,43
535,2022-01-12,Battery Issue,3
297,2022-08-23,Chain Issue,43
890,2022-04-24,Brake Issue,24
519,2022-09-09,Chain Issue,36
243,2022-02-25,Battery Issue,21
196,2022-04-23,Battery Issue,3
439,2022-03-23,Flat Tire,4
947,2022-05-17,Battery Issue,37
904,2022-07-08,Battery Issue,1
265,2022-02-25,Chain Issue,4
914,2022-11-03,Flat Tire,37
406,2022-05-31,Flat Tire,24
900,2022-01-29,Chain Issue,7
405,2022-02-11,Battery Issue,4
845,2022-09-06,Brake Issue,37
198,2022-10-01,Brake Issue,18
892,2022-09-16,Battery Issue,5
319,2022-10-27,Battery Issue,10
311,2022-08-03,Battery Issue,15
113,2022-11-11,Chain Issue,40
694,2022-01-05,Brake Issue,47
324,2022-08-31,Flat Tire,41
898,2022-03-06,Battery Issue,40
659,2022-10-29,Chain Issue,25
688,2022-01-15,Chain Issue,41
778,2022-05-07,Chain Issue,14
798,2022-05-02,Brake Issue,38
968,2022-09-13,Battery Issue,6
868,2022-01-27,Flat Tire,10
481,2022-01-11,Battery Issue,8
485,2022-11-06,Flat Tire,37
639,2022-01-05,Flat Tire,23
333,2022-03-05,Brake Issue,14
527,2022-09-07,Brake Issue,11
702,2022-03-18,Brake Issue,26
793,2022-05-09,Battery Issue,24
395,2022-09-18,Battery Issue,10
937,2022-11-15,Flat Tire,24
421,2022-08-29,Flat Tire,12
44,2022-06-21,Battery Issue,13
294,2022-04-06,Brake Issue,33
721,2022-04-10,Battery Issue,37
468,2022-06-29,Brake Issue,47
170,2022-07-12,Flat Tire,33
184,2022-03-14,Brake Issue,38
677,2022-02-06,Chain Issue,40
525,2022-07-09,Brake Issue,8
97,2022-05-24,Chain Issue,18
465,2022-03-17,Battery Issue,28
394,2022-04-06,Chain Issue,25
3,2022-02-14,Battery Issue,32
519,2022-10-04,Battery Issue,12
449,2022-02-19,Chain Issue,13
902,2022-03-10,Flat Tire,8
4,2022-06-12,Flat Tire,18
944,2022-12-22,Chain Issue,13
637,2022-02-17,Flat Tire,2
205,2022-08-19,Chain Issue,39
190,2022-08-19,Flat Tire,6
57,2022-12-24,Flat Tire,33
602,2022-04-16,Chain Issue,17
126,2022-11-12,Battery Issue,3
25,2022-08-22,Chain Issue,20
716,2022-06-08,Brake Issue,7
873,2022-02-28,Chain Issue,46
122,2022-07-27,Flat Tire,31
829,2022-04-12,Chain Issue,38
769,2022-03-28,Chain Issue,24
369,2022-11-12,Brake Issue,31
719,2022-05-18,Chain Issue,41
507,2022-10-21,Chain Issue,43
367,2022-08-17,Brake Issue,33
12,2022-08-21,Battery Issue,18
535,2022-12-16,Chain Issue,14
245,2022-08-18,Flat Tire,33
387,2022-11-09,Brake Issue,25
589,2022-09-10,Battery Issue,9
626,2022-04-19,Battery Issue,45
317,2022-11-28,Battery Issue,8
187,2022-03-07,Chain Issue,15
579,2022-06-15,Flat Tire,18
394,2022-12-20,Brake Issue,9
17,2022-06-26,Flat Tire,45
374,2022-12-25,Chain Issue,31
955,2022-06-25,Brake Issue,10
982,2022-03-23,Chain Issue,40
726,2022-09-27,Flat Tire,43
5,2022-01-06,Battery Issue,28
865,2022-06-21,Battery Issue,5
998,2022-12-08,Brake Issue,14
468,2022-11-02,Chain Issue,23
287,2022-10-28,Battery Issue,23
990,2022-06-06,Chain Issue,35
185,2022-01-08,Battery Issue,12
875,2022-11-14,Flat Tire,31
99,2022-10-06,Battery Issue,7
101,2022-08-18,Brake Issue,21
700,2022-04-04,Battery Issue,35
227,2022-12-14,Chain Issue,47
484,2022-06-18,Flat Tire,20
8,2022-12-24,Brake Issue,30
6,2022-10-26,Chain Issue,14
705,2022-04-24,Chain Issue,33
956,2022-12-15,Flat Tire,29
866,2022-12-13,Chain Issue,44
667,2022-04-27,Brake Issue,12
572,2022-09-19,Flat Tire,19
558,2022-07-06,Flat Tire,9
415,2022-11-22,Brake Issue,4
355,2022-08-06,Flat Tire,33
21,2022-08-01,Flat Tire,19
504,2022-08-02,Brake Issue,17
963,2022-09-05,Battery Issue,36
847,2022-02-25,Flat Tire,14
601,2022-10-29,Battery Issue,27
304,2022-07-22,Chain Issue,45
422,2022-02-20,Brake Issue,19
788,2022-11-14,Brake Issue,16
290,2022-02-28,Flat Tire,13
823,2022-08-18,Brake Issue,1
206,2022-01-31,Flat Tire,28
650,2022-02-14,Battery Issue,5
847,2022-09-14,Battery Issue,5
380,2022-12-04,Chain Issue,20
507,2022-06-03,Chain Issue,36
544,2022-06-12,Brake Issue,38
80,2022-04-24,Chain Issue,32
513,2022-10-04,Chain Issue,29
853,2022-02-09,Brake Issue,2
724,2022-10-03,Flat Tire,44
710,2022-03-17,Brake Issue,28
63,2022-07-26,Battery Issue,9
163,2022-04-02,Flat Tire,9
577,2022-08-01,Chain Issue,13
756,2022-07-05,Battery Issue,18
374,2022-02-06,Brake Issue,2
231,2022-04-27,Chain Issue,34
32,2022-08-09,Battery Issue,26
605,2022-05-26,Battery Issue,28
465,2022-01-31,Battery Issue,33
538,2022-06-03,Flat Tire,36
768,2022-12-16,Brake Issue,24
685,2022-04-25,Brake Issue,6
47,2022-03-25,Chain Issue,40
745,2022-10-16,Brake Issue,41
104,2022-04-05,Flat Tire,34
278,2022-03-06,Flat Tire,14
694,2022-08-27,Chain Issue,27
227,2022-04-13,Flat Tire,42
911,2022-11-28,Battery Issue,29
293,2022-04-30,Brake Issue,39
943,2022-09-03,Chain Issue,30
546,2022-12-28,Chain Issue,11
81,2022-05-19,Brake Issue,3
79,2022-08-23,Brake Issue,33
612,2022-06-09,Battery Issue,21
221,2022-11-26,Brake Issue,40
51,2022-11-19,Battery Issue,28
323,2022-12-30,Brake Issue,8
442,2022-11-02,Flat Tire,11
483,2022-04-22,Flat Tire,39
623,2022-07-23,Battery Issue,39
120,2022-10-17,Brake Issue,44
214,2022-09-02,Flat Tire,15
726,2022-06-12,Battery Issue,28
694,2022-09-02,Chain Issue,6
931,2022-10-15,Battery Issue,38
159,2022-08-10,Battery Issue,5
601,2022-12-18,Brake Issue,4
87,2022-11-25,Battery Issue,34
57,2022-01-03,Battery Issue,34
703,2022-10-03,Flat Tire,10
822,2022-02-15,Battery Issue,33
559,2022-04-23,Battery Issue,15
552,2022-09-02,Flat Tire,10
155,2022-10-06,Flat Tire,47
65,2022-03-18,Brake Issue,11
454,2022-01-08,Chain Issue,17
918,2022-10-12,Battery Issue,47
280,2022-09-08,Brake Issue,41
26,2022-06-30,Battery Issue,26
449,2022-04-21,Flat Tire,42
650,2022-08-20,Brake Issue,37
612,2022-07-24,Battery Issue,41
476,2022-04-03,Battery Issue,23
281,2022-06-07,Chain Issue,13
96,2022-03-22,Battery Issue,33
345,2022-08-09,Flat Tire,17
191,2022-05-30,Flat Tire,34
428,2022-01-17,Battery Issue,37
218,2022-08-14,Brake Issue,13
363,2022-11-05,Battery Issue,9
288,2022-06-13,Battery Issue,2
162,2022-05-10,Brake Issue,11
468,2022-12-31,Chain Issue,10
313,2022-02-05,Battery Issue,9
719,2022-01-25,Battery Issue,21
394,2022-07-11,Flat Tire,17
860,2022-01-20,Chain Issue,17
504,2022-07-11,Brake Issue,44
579,2022-01-05,Flat Tire,36
495,2022-03-11,Flat Tire,23
717,2022-10-11,Chain Issue,8
239,2022-07-28,Flat Tire,42
583,2022-11-03,Flat Tire,42
176,2022-01-20,Brake Issue,2
19,2022-03-03,Flat Tire,5
47,2022-10-09,Battery Issue,36
983,2022-10-29,Battery Issue,43
400,2022-09-26,Battery Issue,21
79,2022-09-20,Battery Issue,44
47,2022-06-15,Battery Issue,30
402,2022-01-04,Brake Issue,31
625,2022-02-11,Battery Issue,43
933,2022-10-13,Battery Issue,36
818,2022-03-03,Battery Issue,2
262,2022-09-20,Flat Tire,29
344,2022-09-13,Flat Tire,24
721,2022-06-06,Battery Issue,45
280,2022-04-10,Brake Issue,23
399,2022-12-03,Flat Tire,43
899,2022-06-19,Chain Issue,31
687,2022-12-31,Flat Tire,36
877,2022-08-23,Brake Issue,30
285,2022-01-12,Battery Issue,2
127,2022-02-09,Chain Issue,15
15,2022-11-05,Battery Issue,9
194,2022-01-19,Flat Tire,13
182,2022-09-21,Chain Issue,35
322,2022-01-25,Battery Issue,9
338,2022-11-21,Brake Issue,33
858,2022-08-14,Brake Issue,40
593,2022-09-26,Chain Issue,38
148,2022-07-06,Battery Issue,25
595,2022-03-01,Flat Tire,43
599,2022-11-15,Flat Tire,31
945,2022-12-21,Chain Issue,2
482,2022-05-29,Brake Issue,38
754,2022-12-20,Brake Issue,33
451,2022-07-25,Flat Tire,4
124,2022-04-08,Brake Issue,24
576,2022-09-02,Battery Issue,9
890,2022-09-21,Battery Issue,19
652,2022-09-06,Battery Issue,29
3,2022-01-11,Flat Tire,41
640,2022-05-12,Chain Issue,25
954,2022-09-17,Flat Tire,27
615,2022-03-18,Brake Issue,11
11,2022-07-19,Flat Tire,14
242,2022-02-12,Battery Issue,35
826,2022-04-18,Brake Issue,7
786,2022-05-29,Chain Issue,7
897,2022-09-11,Brake Issue,37
648,2022-09-27,Chain Issue,11
730,2022-12-18,Battery Issue,16
882,2022-12-19,Chain Issue,39
933,2022-04-21,Brake Issue,14
343,2022-09-02,Flat Tire,8
95,2022-10-20,Flat Tire,43
864,2022-01-30,Flat Tire,27
420,2022-04-17,Brake Issue,5
199,2022-11-09,Flat Tire,45
738,2022-05-25,Battery Issue,45
652,2022-01-19,Brake Issue,21
725,2022-02-14,Chain Issue,18
479,2022-09-25,Brake Issue,21
122,2022-12-08,Chain Issue,37
129,2022-01-07,Flat Tire,4
994,2022-04-15,Brake Issue,43
972,2022-07-05,Chain Issue,47
13,2022-08-14,Flat Tire,32
607,2022-03-29,Brake Issue,2
235,2022-02-16,Battery Issue,11
370,2022-09-14,Flat Tire,34
453,2022-07-06,Chain Issue,32
206,2022-03-23,Flat Tire,28
969,2022-03-29,Battery Issue,8
394,2022-03-28,Flat Tire,32
651,2022-01-05,Brake Issue,30
574,2022-04-18,Chain Issue,42
537,2022-01-30,Battery Issue,26
870,2022-01-25,Brake Issue,32
446,2022-06-13,Brake Issue,6
994,2022-07-22,Battery Issue,33
329,2022-10-21,Flat Tire,37
651,2022-05-28,Brake Issue,14
546,2022-04-12,Chain Issue,20
902,2022-01-14,Battery Issue,18
922,2022-05-07,Flat Tire,17
9,2022-12-31,Chain Issue,33
984,2022-02-11,Battery Issue,4
616,2022-04-14,Battery Issue,4
485,2022-02-23,Chain Issue,13
438,2022-01-07,Flat Tire,27
524,2022-03-25,Chain Issue,23
652,2022-11-23,Battery Issue,7
288,2022-01-16,Chain Issue,30
